Date,Close/Last,Volume,Open,High,Low
06/04/2020,$146.73,8170480,$146.8,$148.37,$145.58
06/03/2020,$148.65,6339468,$148.52,$149.14,$146.449
06/02/2020,$148.25,6078311,$147.06,$148.35,$146.12
06/01/2020,$147.19,6142580,$147.29,$148.34,$146.01
05/29/2020,$148.75,8505215,$147.96,$149.35,$145.33
05/28/2020,$146.97,6190582,$146.02,$148.11,$145.81
05/27/2020,$144.89,7950008,$144.32,$145.25,$143.01
05/26/2020,$144.56,7072258,$146.19,$146.44,$144.3
05/22/2020,$144.37,6140899,$144.57,$146.285,$144.06
05/21/2020,$146.71,6487343,$148.5,$148.5,$145.82
05/20/2020,$147.68,5713440,$149.75,$150.39,$147.27
05/19/2020,$149.02,6107256,$150.1,$151.1,$148.4
05/18/2020,$150.52,7389995,$152.49,$153.62,$150.46
05/15/2020,$150.44,10340400,$147.87,$150.48,$145.66
05/14/2020,$147.64,6871412,$145.39,$147.76,$144.257
05/13/2020,$147.13,6970457,$146.08,$148.95,$146.01
05/12/2020,$147.14,7039227,$150.1,$150.34,$147.03
05/11/2020,$149.11,5887489,$148.45,$150.1,$148.12
05/08/2020,$148.7,4712477,$148.92,$149.18,$147.89
05/07/2020,$147.59,5571034,$149.37,$149.525,$147.1301
05/06/2020,$148.08,6191594,$150,$150.32,$148.04
05/05/2020,$149.5,6562288,$149,$150.78,$148.64
05/04/2020,$148.27,7198409,$148.77,$149.08,$147.09
05/01/2020,$148.29,7308960,$149.62,$149.67,$146.79
04/30/2020,$150.04,14829600,$148.46,$150.43,$147.16
04/29/2020,$150.24,9285216,$151.38,$151.63,$149.16
04/28/2020,$151.39,8558719,$151.25,$153.1,$150.7
04/27/2020,$154.29,8924048,$154.81,$156.05,$154
04/24/2020,$154.86,8654126,$155.57,$156.3,$153.64
04/23/2020,$155.51,10665020,$154.25,$157,$153.6988
04/22/2020,$152.99,11518320,$152.81,$155,$151.73
04/21/2020,$149.68,9951106,$150.12,$151.64,$148.57
04/20/2020,$151.67,12226200,$150.93,$153,$150.09
04/17/2020,$152.02,10920020,$151.99,$152.3,$149.6
04/16/2020,$149.67,12181700,$148.31,$150.68,$146.44
04/15/2020,$147.66,11962260,$145.55,$147.91,$143.54
04/14/2020,$146.03,13838020,$145.42,$147.42,$144.05
04/13/2020,$139.77,8153228,$140,$141.4899,$137.8404
04/09/2020,$141.23,11127210,$144.01,$145.42,$140.28
04/08/2020,$143.26,10758180,$137.75,$144.13,$137.3
04/07/2020,$137.48,11567070,$139.86,$142.03,$137.26
04/06/2020,$139.76,14994420,$137.01,$140.97,$135.54
04/03/2020,$134.17,10071180,$132.38,$134.785,$131.58
04/02/2020,$133.15,11594460,$129.12,$134,$127.22
04/01/2020,$128.81,12606080,$127.7,$130.23,$125.5
03/31/2020,$131.13,15746120,$134.99,$135.7097,$130.05
03/30/2020,$133.01,21754030,$128.46,$133.99,$127.5
03/27/2020,$123.16,12133220,$121.65,$127.62,$120.58
03/26/2020,$126.57,15068650,$120.57,$127.1,$120.38
03/25/2020,$119.4,13986050,$118.91,$123.96,$116.7008
03/24/2020,$119.18,17604770,$118.76,$119.65,$113.86
03/23/2020,$111.14,20815230,$117,$118.56,$109.16
03/20/2020,$119.89,19785130,$126.83,$127.44,$118.13
03/19/2020,$127.05,18482340,$134.99,$134.99,$126.15
03/18/2020,$134.96,17521130,$131.02,$135.6696,$128.71
03/17/2020,$136.59,18911760,$128.55,$136.77,$127.81
03/16/2020,$127.13,18877920,$123.57,$133.76,$122.43
03/13/2020,$134.29,20084150,$129.32,$134.92,$124.65
03/12/2020,$125.41,21539200,$127.31,$133.765,$124.5
